reference_id,amount_kobo,transaction_date,customer_name
TXN100819,793734,2026-09-14 09:06:07.368458,Joy Eze
TXN100820,1424620,2026-09-12 00:01:14.880656,Esther Ogunleye
TXN100821,4880815,2026-08-31 19:37:55.583850,Hope Obasanjo
TXN200822,4737970,2026-09-03 22:02:06.530444,Simon Adeyemi
TXN200823,248014,2026-09-12 11:34:22.606984,Joshua Akinwale
TXN100824,691346,2026-09-06 10:12:10.780415,James Ogunleye
TXN100825,4848307,2026-09-16 05:04:55.304991,Paul Nnamani
TXN100827,3504583,2026-09-14 08:20:18.072110,Peter Chukwu
TXN100828,264056,2026-09-21 05:40:22.170518,Victoria Abiola
TXN100829,4586635,2026-09-17 09:10:14.049084,Juliet Eze
TXN100830,2544149,2026-09-20 06:39:31.082852,Joy Ekwueme
TXN100831,3416551,2026-09-16 08:07:13.257733,Stephen Balogun
TXN100832,622142,2026-09-13 03:47:10.310520,James Uche
TXN100833,1336074,2026-09-10 01:47:01.098227,Deborah Eze
TXN100834,4072192,2026-09-16 03:24:49.890361,Angela Okafor
TXN100835,2863742,2026-09-07 02:30:34.643146,Elizabeth Obasanjo
TXN100836,2631958,2026-09-17 01:17:38.298169,Simon Ibrahim
TXN100837,2907178,2026-09-06 22:43:10.094677,Joseph Adetokunbo
TXN100837,2907178,2026-09-06 22:43:10.094677,Joseph Adetokunbo
TXN100839,4329966,2026-09-12 18:47:57.869589,Samuel Ekwueme
TXN100840,2686938,2026-09-17 18:11:53.260256,Ruth Ojo
TXN100841,1037788,2026-09-23 18:57:06.070217,James Eze
TXN100842,2089694,2026-08-27 16:24:58.394616,Benjamin Okafor
TXN100843,434507,2026-09-17 18:23:59.172108,Nathaniel Ekwueme
TXN100844,3232410,2026-09-13 17:07:32.336381,Mark Ekwueme
TXN100845,2092642,2026-09-15 03:08:47.295771,Nathaniel Ojo
TXN100845,2092642,2026-09-15 03:08:47.295771,Nathaniel Ojo
TXN200846,4855990,2026-09-17 22:52:29.937117,Joy Uche
TXN100847,2633242,2026-08-28 03:01:13.994530,Gloria Ekwueme
TXN100848,1346661,2026-09-20 09:14:49.698900,Peace Ogunleye
TXN100849,4327824,2026-09-16 09:26:17.859807,Benjamin Ogunleye
TXN100850,2598225,2026-09-10 09:55:54.817433,Juliet Eze
TXN100851,765403,2026-09-21 12:25:31.853553,Deborah Olawale
TXN100852,3845528,2026-09-07 03:38:53.905337,Joy Nnamani
TXN100852,3845528,2026-09-07 03:38:53.905337,Joy Nnamani
TXN100853,1814762,2026-09-23 08:31:07.171994,Mary Abiola
TXN100854,418174,2026-09-06 03:28:23.402458,Deborah Okafor
TXN100855,4161473,2026-09-14 10:50:41.547201,Michael Oshodi
TXN100856,3957568,2026-09-09 19:07:12.597943,Benjamin Ojo
TXN200857,3624884,2026-09-16 02:00:40.533585,Philip Chukwu
TXN100858,1133771,2026-09-25 11:02:32.088862,Joseph Ojo
TXN100860,3079705,2026-09-21 00:16:22.092389,Agnes Balogun
TXN100861,439141,2026-09-24 11:40:13.120044,Sarah Obasanjo
TXN100862,1642887,2026-09-21 15:56:59.532005,Mary Chukwu
TXN100863,2430966,2026-09-07 02:34:34.732395,Ruth Olawale
TXN100864,4240001,2026-09-03 21:11:21.522105,Peter Oshodi
TXN100865,4622535,2026-08-31 03:13:20.539136,Sarah Obasanjo
TXN100866,1006659,2026-09-14 23:14:25.199361,Emmanuel Ojo
TXN100867,821023,2026-09-20 13:33:43.042696,Deborah Eze
TXN100868,2854453,2026-09-19 11:12:39.437466,Elizabeth Uche
TXN100870,1679818,2026-08-29 13:49:22.768846,Faith Ojo
TXN100871,3377078,2026-09-03 09:44:13.126071,Philip Olawale
TXN100872,390032,2026-09-05 16:28:54.976932,Benjamin Okafor
TXN200873,4366478,2026-09-04 06:40:10.029271,Peace Chukwu
TXN100874,3843497,2026-09-21 06:18:51.728700,Simon Uche
TXN100875,4334375,2026-09-10 01:06:12.154184,Gabriel Okonkwo
TXN100876,2682023,2026-09-16 02:19:04.269284,Simon Uche
TXN100877,2520159,2026-09-17 18:59:23.188281,Joshua Chukwu
TXN200878,4475590,2026-09-15 08:11:26.967567,Deborah Eze
TXN100880,2524825,2026-09-25 07:12:20.640934,Mark Ekwueme
TXN100881,149560,2026-09-16 06:50:51.669700,Cornelius Balogun
TXN100882,929429,2026-09-17 02:06:15.832583,Andrew Ogunleye
TXN100882,929429,2026-09-17 02:06:15.832583,Andrew Ogunleye
TXN100883,4906448,2026-09-13 03:50:22.196762,Joseph Ibrahim
TXN100884,233532,2026-09-05 13:38:27.195708,John Ogunleye
TXN100885,2237430,2026-09-16 09:22:41.831959,Elizabeth Ogunleye
TXN100885,2237430,2026-09-16 09:22:41.831959,Elizabeth Ogunleye
TXN100886,4862594,2026-09-08 07:13:16.111232,Cornelius Ogunleye
TXN100887,440798,2026-09-01 06:09:42.047558,Philip Oshodi
TXN100888,1440358,2026-09-25 07:47:25.010880,Sarah Oyekan
TXN100889,3199267,2026-09-01 15:27:31.619190,Peter Oyekan
TXN100890,2041692,2026-09-02 11:56:11.135479,Agnes Ekwueme
TXN100891,931870,2026-09-25 08:35:26.220891,John Ogunleye
TXN100892,3709699,2026-08-26 18:42:49.851450,Peter Nnamani
TXN100893,1280297,2026-09-08 10:53:53.077956,Charity Akinwale
TXN100894,1720367,2026-09-03 04:45:07.031962,Joseph Olawale
TXN100895,3966366,2026-09-05 19:23:30.000941,Patience Ojo
TXN100897,4361030,2026-09-24 16:24:40.766977,John Oshodi
TXN100898,2736713,2026-09-24 10:32:26.843823,Simon Abiola
TXN100898,2736713,2026-09-24 10:32:26.843823,Simon Abiola
TXN100899,4022866,2026-09-01 12:19:12.570970,Mary Ekwueme
TXN100900,2641917,2026-09-02 22:40:21.034667,Paul Olawale
TXN100901,4482193,2026-09-04 23:09:04.372452,Cornelius Okafor
TXN100902,2981974,2026-09-17 04:51:07.304634,Benjamin Adeyemi
TXN100903,2227630,2026-09-21 07:17:47.082877,Samuel Ekwueme
TXN100904,1622613,2026-09-09 00:00:17.877897,Gloria Ogunleye
TXN100905,4691570,2026-09-03 13:22:09.501355,Blessing Ibrahim
TXN100907,1748772,2026-09-22 02:38:26.998484,Agnes Okonkwo
TXN100908,4112055,2026-09-16 13:20:32.694894,Mary Chukwu
TXN100909,2935973,2026-09-18 23:02:41.022861,John Chukwu
TXN100910,2303928,2026-09-01 06:48:47.133244,Michael Oshodi
TXN100911,4820672,2026-08-29 22:29:49.744596,David Ekwueme
TXN100912,3195009,2026-08-28 00:41:53.162195,Daniel Okonkwo
TXN100913,2905522,2026-09-25 11:38:55.623676,Nathaniel Abiola
TXN100914,1238730,2026-08-27 00:19:16.996017,Grace Nnamani
TXN100915,2422398,2026-09-12 10:29:59.701282,Deborah Eze
TXN100916,2915678,2026-08-31 21:14:48.441315,Esther Ojo
TXN100918,1805051,2026-09-04 05:21:46.291094,John Balogun
TXN100919,4527919,2026-09-11 21:35:57.267729,Joshua Adeyemi
TXN100920,4724548,2026-09-19 22:03:14.126348,Paul Ekwueme
TXN100921,1161529,2026-09-07 05:53:38.768584,Grace Ojo
TXN100922,4932691,2026-09-16 14:53:51.453737,Andrew Obi
TXN100923,435851,2026-09-24 07:15:37.550326,Andrew Okafor
TXN100924,4464698,2026-09-18 00:23:28.775726,Philip Eze
TXN100925,1963174,2026-09-25 06:41:49.101584,Peter Ibrahim
TXN100926,3477023,2026-09-13 03:03:45.053963,Paul Obasanjo
TXN100927,3972811,2026-09-05 19:58:39.043115,Victoria Ojo
TXN100928,1163157,2026-09-13 15:56:37.264080,Charity Ojo
TXN100929,4626691,2026-09-21 05:19:23.902875,Deborah Akinwale
TXN100929,4626691,2026-09-21 05:19:23.902875,Deborah Akinwale
TXN100930,1334905,2026-09-23 10:47:54.257150,Joshua Ibrahim
TXN100931,4000457,2026-09-19 15:14:22.894804,Peter Oshodi
TXN100933,2419586,2026-09-19 02:21:29.227871,Philip Oyekan
TXN100934,505882,2026-09-16 19:25:30.098422,Peace Adeyemi
TXN100935,4826179,2026-09-12 08:11:59.126072,Nathaniel Ibrahim
TXN100936,322559,2026-09-25 02:45:49.627162,James Akinwale
TXN100937,3515153,2026-09-05 22:24:38.780140,Deborah Olawale
TXN100938,314840,2026-09-04 14:22:51.401632,Agnes Ojo
TXN100938,314840,2026-09-04 14:22:51.401632,Agnes Ojo
TXN200939,1572895,2026-09-19 19:15:50.620479,Stephen Oshodi
TXN100940,2437733,2026-09-22 22:46:33.420669,James Uche
TXN100941,2513095,2026-09-13 00:45:33.819256,Agnes Uche
TXN100942,909946,2026-09-02 01:36:51.178000,Hope Oshodi
TXN100943,2397076,2026-08-30 22:50:34.854593,Victoria Ojo
TXN100944,4567534,2026-09-03 14:17:08.091734,Paul Ogunleye
TXN200945,3936042,2026-09-04 22:35:19.898670,Gloria Ojo
TXN100946,2298723,2026-08-29 09:31:06.422394,Elizabeth Okonkwo
TXN100947,954949,2026-09-08 20:23:39.010547,Emmanuel Abiola
TXN100948,3859653,2026-09-23 10:45:48.576777,Sarah Okafor
TXN100949,1571951,2026-09-05 16:02:56.946506,Emmanuel Olawale
TXN200950,4772894,2026-09-07 00:02:33.416498,Angela Obasanjo
TXN100951,1630354,2026-09-24 12:42:00.419683,Agnes Ogunleye
TXN200952,4332487,2026-09-11 23:34:07.889189,Benjamin Eze
TXN100953,2760848,2026-09-01 00:15:41.500920,Mary Oshodi
TXN100954,810148,2026-09-07 03:59:55.578218,David Akinwale
TXN100955,1189537,2026-09-05 21:15:39.351223,Grace Olawale
TXN100956,2090769,2026-09-10 08:39:34.747628,Sarah Uche
TXN100957,3227655,2026-09-11 17:12:23.310934,Ruth Obasanjo
TXN100958,2249519,2026-09-21 14:52:06.167020,Mark Obi
TXN100960,105929,2026-09-14 16:10:57.595724,Ruth Balogun
TXN100961,3026141,2026-09-01 19:15:57.034274,Sarah Akinwale
TXN100962,531136,2026-08-27 12:15:49.720292,Joy Ogunleye
TXN100963,3914016,2026-09-20 11:43:22.858027,Elizabeth Ogunleye
TXN100964,3410881,2026-08-27 09:39:15.556900,Juliet Okonkwo
TXN100965,2618672,2026-09-11 03:56:19.234397,Gabriel Okonkwo
TXN100966,2484954,2026-08-29 01:46:54.228412,Esther Adeyemi
TXN100967,1862617,2026-09-08 09:48:53.708412,Esther Adeyemi
TXN100968,1130456,2026-09-18 17:03:36.568143,Joseph Okonkwo
TXN100970,3144192,2026-09-08 12:15:09.398766,Mary Ibrahim
TXN100971,4617587,2026-08-31 15:08:58.961099,Deborah Ekwueme
TXN200972,1842169,2026-09-20 01:38:12.020741,Emmanuel Olawale
TXN100973,2085890,2026-09-23 08:01:13.306529,Hope Balogun
TXN100974,696777,2026-09-21 09:57:52.885078,John Olawale
TXN100976,664787,2026-09-20 11:30:57.893247,Stephen Okafor
TXN200977,4250332,2026-09-09 17:53:02.960968,Daniel Olawale
TXN100978,1705813,2026-08-27 22:56:20.033825,Simon Ibrahim
TXN100979,1267052,2026-08-31 06:46:32.311761,Hope Akinwale
TXN100980,4374941,2026-09-01 01:00:25.389875,Joshua Nnamani
TXN100982,4110586,2026-09-21 06:13:27.510330,Michael Oshodi
TXN100983,4291338,2026-09-08 14:14:13.412126,Patience Balogun
TXN100984,476706,2026-09-07 20:52:22.602387,Mark Oshodi
TXN100985,4315434,2026-09-01 12:55:59.161321,Cornelius Uche
TXN100986,4740429,2026-09-22 15:39:50.152207,Joy Nnamani
TXN100987,3888710,2026-08-27 23:16:20.991689,Cornelius Abiola
TXN100989,3331458,2026-08-28 07:12:11.161123,Joy Olawale
TXN100991,4861226,2026-09-24 20:34:12.955141,Stephen Okonkwo
TXN100992,3564231,2026-09-13 18:50:13.009506,Stephen Ojo
TXN100993,544856,2026-09-03 01:55:19.981093,Mary Adetokunbo
TXN100994,515030,2026-09-25 12:53:10.816709,Joseph Obi
TXN100995,3970020,2026-09-25 01:29:38.353945,James Adeyemi
TXN100996,3439824,2026-09-17 03:22:49.585735,Deborah Adetokunbo
TXN100998,3536251,2026-08-29 08:05:45.221325,Agnes Ibrahim
TXN100999,3218471,2026-08-30 04:39:53.298031,Patience Olawale
